GPT_processed_sentence,tagged_sentence,original_passage
"R/L: <Other_Finding>Reizfreiheit des BHs</Other_Finding>, <Other_Finding>Glattheit und Klarheit der HH</Other_Finding>, <Other_Finding>Tiefe und Leere des VKs</Other_Finding>. <Diagnosis_or_Pathology>Inzipienter Katarrh</Diagnosis_or_Pathology>","R/L: <Other_Finding>BH reizfrei</Other_Finding>, <Other_Finding>HH glatt + klar</Other_Finding>, <Other_Finding>VK tief + leer</Other_Finding>. <Diagnosis_or_Pathology>Cat. incipiens</Diagnosis_or_Pathology>","{'id': 20, 'type': 'sentence', 'text': 'R/L: BH reizfrei, HH glatt + klar, VK tief + leer. Cat. incipiens', 'offsets': [[860, 925]], 'document_id': 'Cajal.tsv'}"
<Diagnostic>Die Pulsoxymetrie</Diagnostic> wurde durchgeführt sowie das <Diagnostic>Monitoring nach DGVS</Diagnostic>.,"<Diagnostic>Pulsoxymetrie</Diagnostic>, <Diagnostic>Monitoring nach DGVS</Diagnostic>.","{'id': 17, 'type': 'sentence', 'text': 'Pulsoxymetrie, Monitoring nach DGVS.', 'offsets': [[549, 585]], 'document_id': 'Tupolev_1.tsv'}"
"<Other_Finding>Dermatologischer Aufnahmestatus</Other_Finding>: : <Other_Finding>Normale Hautoberfläche</Other_Finding>, <Other_Finding>Normaler Hautturgor</Other_Finding>, <Other_Finding>Geringe Pigmentierung</Other_Finding>, <Diagnosis_or_Pathology>Diffuse Alopezie der Kopfhaut</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Am Körperstamm und an den Extremitäten MNZN</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Abdominell und dorsal einige subkutane Knoten</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>Bekannte Lipome</Diagnosis_or_Pathology>).","<Other_Finding>Dermatologischer Aufnahmestatus</Other_Finding>: : <Other_Finding>Hautoberfläche normal</Other_Finding>, <Other_Finding>Hautturgor normal</Other_Finding>, <Other_Finding>Pigmentierung gering</Other_Finding>, <Diagnosis_or_Pathology>diffuse Alopezie der Kopfhaut</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Am Körperstamm und an den Extremitäten MNZN</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Abdominell und dorsal einige subkutane Knoten</Diagnosis_or_Pathology> (<Diagnosis_or_Pathology>bekannte Lipome</Diagnosis_or_Pathology>).","{'id': 27, 'type': 'sentence', 'text': 'Dermatologischer Aufnahmestatus: : Hautoberfläche normal, Hautturgor normal, Pigmentierung gering, diffuse Alopezie der Kopfhaut. Am Körperstamm und an den Extremitäten MNZN. Abdominell und dorsal einige subkutane Knoten (bekannte Lipome).', 'offsets': [[1363, 1602]], 'document_id': 'Utz.tsv'}"
"<Diagnostic>onkologischen Behandlung</Diagnostic>.

Am 15.6.2023 erfolgte eine <Diagnostic>Computertomographie</Diagnostic> des Abdomens zur <Diagnostic>Auswertung</Diagnostic> der <Disease>Lebermetastasen</Disease>.

Die <Therapeutic>Chemotherapie</Therapeutic> wurde aufgrund von <Symptom>Übelkeit</Symptom> und <Symptom>Erbrechen</Symptom> <Therapeutic>abgebrochen</Therapeutic>.

Die <Diagnostic>Biopsie</Diagnostic> des <Disease>Tumors</Disease> ergab ein <Diagnostic>Adenokarzinom</Diagnostic>.

Die <Therapeutic>Strahlentherapie</Therapeutic> wurde aufgrund von <Symptom>Schmerzen</Symptom> im <BodyPart>Rücken</BodyPart> <Therapeutic>eingeleitet</Therapeutic>.

Die <Diagnostic>Magnetresonanztomographie</Diagnostic> des <BodyPart>Gehirns</BodyPart> zeigte <Disease>keine Auffälligkeiten</Disease>.

Die <Therapeutic>Immuntherapie</Therapeutic> wurde aufgrund von <Disease>fortgeschrittenem Lungenkrebs</Disease> <Therapeutic>eingeleitet</Therapeutic>.

Die <Diagnostic>Blutuntersuchung</Diagnostic> ergab <Disease>erhöhte Leberwerte</Disease>.

Die <Therapeutic>Operation</Therapeutic> des <Disease>Tumors</Disease> wurde aufgrund von <Symptom>Schmerzen</Symptom> im <BodyPart>Bauch</BodyPart> <Therapeutic>durchgeführt</Therapeutic>.",Am 19.3.2023 um 8:15 stationäre Wiederaufnahme in der Onkologie-Ambulanz 3 zur <Therapeutic>Fortsetzung</Therapeutic> der,"{'id': 62, 'type': 'sentence', 'text': 'Am 19.3.2023 um 8:15 stationäre Wiederaufnahme in der Onkologie-Ambulanz 3 zur Fortsetzung der', 'offsets': [[2619, 2713]], 'document_id': 'Colon_Fake_G.tsv'}"
"<Bekannte Skoliose>Die bekannte Skoliose</Bekannte Skoliose>, <rez. HWS-BWS-Beschwerden>die rezidivierenden HWS-BWS-Beschwerden</rez. HWS-BWS-Beschwerden>.","<Diagnosis_or_Pathology>Bekannte Skoliose</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>rez. HWS-BWS-Beschwerden</Diagnosis_or_Pathology>.","{'id': 18, 'type': 'sentence', 'text': 'Bekannte Skoliose, rez. HWS-BWS-Beschwerden.', 'offsets': [[1691, 1735]], 'document_id': 'Quervain.tsv'}"
"Der <Other_Finding>linke Ventrikel mit einer normalen Größe von 5,3cm</Other_Finding>, der <Other_Finding>rechte Ventrikel normal groß</Other_Finding>, die <Diagnosis_or_Pathology>Vorhöfe mit einer geringen Dilatation</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>geringe diffuse Hypokinesie</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>linksventrikuläre Ejektionsfraktion von 45%</Diagnosis_or_Pathology>. Die <Diagnostic>Farbdoppelechokardiographie</Diagnostic> ergab eine <Diagnosis_or_Pathology>Myokardischämie vom Typ I</Diagnosis_or_Pathology> und eine <Diagnosis_or_Pathology>Akute Myokarditis vom Typ I</Diagnosis_or_Pathology>.","Der <Other_Finding>li. Ventrikel mit 5,3cm normal groß</Other_Finding>, der <Other_Finding>re. Ventrikel normal groß</Other_Finding>, die <Diagnosis_or_Pathology>Vorhöfe geringgr. dilatiert</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>geringe diffuse Hypokinesie</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>LFEV 45%</Diagnosis_or_Pathology>. <Diagnostic>Farbdoppelechokardiographie</Diagnostic>: <Diagnosis_or_Pathology>MINS I</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>AINS I</Diagnosis_or_Pathology>.","{'id': 54, 'type': 'sentence', 'text': 'Der li. Ventrikel mit 5,3cm normal groß, der re. Ventrikel normal groß, die Vorhöfe geringgr. dilatiert, geringe diffuse Hypokinesie, LFEV 45%. Farbdoppelechokardiographie: MINS I, AINS I.', 'offsets': [[4870, 5058]], 'document_id': 'Ypsilanti.tsv'}"
Status: <Other_Finding>Guter Allgemein- und Ernährungszustand</Other_Finding>.,Status: <Other_Finding>guter AZ/EZ</Other_Finding>.,"{'id': 24, 'type': 'sentence', 'text': 'Status: guter AZ/EZ.', 'offsets': [[921, 941]], 'document_id': 'Colon_Fake_G.tsv'}"
"<Other_Finding>Rege RG des Abdomens</Other_Finding>, keine <Diagnosis_or_Pathology>Resistenzen</Diagnosis_or_Pathology>, kein <Diagnosis_or_Pathology>Druckschmerz</Diagnosis_or_Pathology>, lediglich <Diagnosis_or_Pathology>Druckschmerz in der linken Leiste bei <Diagnostic>Palpation der A. fem. Pulses</Diagnostic>.","<Other_Finding>Abdomen: rege RG, weich</Other_Finding>, keine <Diagnosis_or_Pathology>Resistenzen</Diagnosis_or_Pathology>, kein <Diagnosis_or_Pathology>Druckschmerz</Diagnosis_or_Pathology>, lediglich <Diagnosis_or_Pathology>DS in der linken Leiste bei <Diagnostic>Palpation der A. fem. Pulses</Diagnosis_or_Pathology></Diagnostic>","{'id': 36, 'type': 'sentence', 'text': 'Abdomen: rege RG, weich, keine Resistenzen, kein Druckschmerz, lediglich DS in der linken Leiste bei Palpation der A. fem. Pulses', 'offsets': [[3682, 3811]], 'document_id': 'Obradovic.tsv'}"
<Other_Finding>Körperliche Untersuchungsbefunde</Other_Finding>: Eine <Other_Finding>49-jährige</Other_Finding> Patientin mit einem <Other_Finding>Ruheruhedruck von 140/80 mmHg auf der rechten und 120/80 mmHg auf der linken Seite</Other_Finding>. Sie wiegt <Other_Finding>94 kg</Other_Finding> und ist <Other_Finding>175 cm</Other_Finding> groß. Es gibt keine Anzeichen einer <Diagnosis_or_Pathology>kardialen Insuffizienz</Diagnosis_or_Pathology>. Der <Other_Finding>Herzspitzenstoß ist nicht tastbar</Other_Finding>. Die <Other_Finding>1. und 2. Herzton sind normal laut</Other_Finding> und werden durch eine <Therapeutic>Beta-Blocker-Therapie</Therapeutic> reguliert. Es gibt keine <Diagnosis_or_Pathology>Extrasystolen</Diagnosis_or_Pathology> oder <Diagnosis_or_Pathology>Herzgeräusche</Diagnosis_or_Pathology>. Der <Other_Finding>Lungenbefund ist unauffällig</Other_Finding>. Der <Other_Finding>arterielle Puls ist regelmäßig</Other_Finding>.,"<Other_Finding>Körperl. Untersuchungsbefund</Other_Finding>: <Other_Finding>49jähr.</Other_Finding> Pat., <Other_Finding>RR in Ruhe re. 140/80, li. 120/80mmHg</Other_Finding>. <Other_Finding>Gewicht 94 kg</Other_Finding>. <Other_Finding>Größe 175cm</Other_Finding>. Keine <Diagnosis_or_Pathology>kard. Insuff.-zeichen</Diagnosis_or_Pathology>. <Other_Finding>Herzspitzenstoß nicht tastbar</Other_Finding>. <Other_Finding>Normal lauter 1. u. 2. HAT unter</Other_Finding> <Therapeutic><Other_Finding>Beta-Blocker-Therapie</Therapeutic></Other_Finding>. Keine <Diagnosis_or_Pathology>Extrasystolen</Diagnosis_or_Pathology>. Kein <Diagnosis_or_Pathology>Herzgeräusch</Diagnosis_or_Pathology>. <Other_Finding>Unauffälliger physikalischer Lungenbefund</Other_Finding>. <Other_Finding>Art. Pulse regelr.</Other_Finding>","{'id': 11, 'type': 'sentence', 'text': 'Körperl. Untersuchungsbefund: 49jähr. Pat., RR in Ruhe re. 140/80, li. 120/80mmHg. Gewicht 94 kg. Größe 175cm. Keine kard. Insuff.-zeichen. Herzspitzenstoß nicht tastbar. Normal lauter 1. u. 2. HAT unter Beta-Blocker-Therapie. Keine Extrasystolen. Kein Herzgeräusch. Unauffälliger physikalischer Lungenbefund. Art. Pulse regelr.', 'offsets': [[1105, 1433]], 'document_id': 'Jenninger.tsv'}"
"02/2023 <Diagnosis_or_Pathology>Primärtumor</Diagnosis_or_Pathology>: Ein <Diagnosis_or_Pathology>noduläres Melanom</Diagnosis_or_Pathology> im Gesäß links, oberer Quadrant (<Diagnosis_or_Pathology>Tumordicke 3.65mm</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Mitosen+</Diagnosis_or_Pathology>)","02/2023 <Diagnosis_or_Pathology>Primärtumor</Diagnosis_or_Pathology>: <Diagnosis_or_Pathology>noduläres Melanoms Gesäß links, oberer Quadrant</Diagnosis_or_Pathology>  (<Diagnosis_or_Pathology>TD 3.65mm</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Mitosen+</Diagnosis_or_Pathology>)","{'id': 9, 'type': 'sentence', 'text': '02/2023 Primärtumor: noduläres Melanoms Gesäß links, oberer Quadrant  (TD 3.65mm, Mitosen+)', 'offsets': [[161, 252]], 'document_id': 'Dewald.tsv'}"
"Beurteilung, <Therapeutic>Therapie</Therapeutic> und <Diagnostic>Verlauf</Diagnostic>:","Beurteilung, <Therapeutic>Therapie</Therapeutic> und Verlauf:","{'id': 25, 'type': 'sentence', 'text': 'Beurteilung, Therapie und Verlauf:', 'offsets': [[1709, 1743]], 'document_id': 'Vogler.tsv'}"
<Diagnosis_or_Pathology>Neu aufgetretene Lebermetastasen</Diagnosis_or_Pathology> wurden am 29.07.2021 mittels <Diagnostic>PET</Diagnostic> diagnostiziert.,- <Diagnosis_or_Pathology>neu aufgetretene Lebermetastasen</Diagnosis_or_Pathology> (<Diagnostic>PET</Diagnostic> 29.07.2021),"{'id': 19, 'type': 'sentence', 'text': '- neu aufgetretene Lebermetastasen (PET 29.07.2021)', 'offsets': [[1039, 1090]], 'document_id': 'Xavier.tsv'}"
Eine <Diagnostic>Stereo-Testung</Diagnostic> wurde durchgeführt: (cc) mit einem <Other_Finding>positiven</Other_Finding> Ergebnis in Bezug auf die Langzeitwahrnehmung.,<Diagnostic>STEREO-TEST(S): (cc</Diagnostic>): <Other_Finding>Lang: psositiv</Other_Finding>.,"{'id': 43, 'type': 'sentence', 'text': 'STEREO-TEST(S): (cc): Lang: psositiv.', 'offsets': [[3048, 3085]], 'document_id': 'Schielaug.tsv'}"
"<Diagnosis_or_Pathology>MER im Bereich der linken OE mittellebhaft</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>fehlende PSR und ASR beidseits</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>positiver Babinski-Reflex beidseits</Diagnosis_or_Pathology>","<Diagnosis_or_Pathology>MER im Bereich der OE linksbetont mittellebhaft</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>PSR  und ASR bds. fehlend</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Babinski bds. positiv</Diagnosis_or_Pathology>,","{'id': 137, 'type': 'sentence', 'text': 'MER im Bereich der OE linksbetont mittellebhaft, PSR  und ASR bds. fehlend, Babinski bds. positiv,', 'offsets': [[8667, 8765]], 'document_id': 'Colon_Fake_H.tsv'}"
"eine <Therapeutic>adjuvante 5-Fluoruracil-Dauertherapie</Therapeutic> wurde von 01/18-06/19 durchgeführt.

- Der Patient leidet unter <Disease>chronischer Bronchitis</Disease> und <Disease>emphysematöser Lungenveränderung</Disease>. 
Der Patient leidet unter <Disease>chronischer Bronchitis</Disease> und einer <Disease>emphysematösen Lungenveränderung</Disease>.

- Die <Diagnostic>Blutuntersuchung</Diagnostic> ergab erhöhte Werte von <Laboratory>Leukozyten</Laboratory> und <Laboratory>C-reaktivem Protein</Laboratory>. 
Die <Diagnostic>Blutuntersuchung</Diagnostic> ergab erhöhte Werte von <Laboratory>Leukozyten</Laboratory> und <Laboratory>C-reaktivem Protein</Laboratory>.

- Der Patient benötigt eine <Therapeutic>intravenöse Antibiotikatherapie</Therapeutic>. 
Der Patient benötigt eine <Therapeutic>intravenöse Antibiotikatherapie</Therapeutic>.

- Die <Diagnostic>MRT-Untersuchung</Diagnostic> zeigte eine <Disease>multiple Sklerose</Disease>. 
Die <Diagnostic>MRT-Untersuchung</Diagnostic> zeigte eine <Disease>Multiple Sklerose</Disease>.

- Der Patient hat eine <Disease>koronare Herzkrankheit</Disease> und benötigt eine <Therapeutic>medikamentöse Therapie</Therapeutic>. 
Der Patient hat eine <Disease>koronare Herzkrankheit</Disease> und benötigt eine <Therapeutic>medikamentöse Therapie</Therapeutic>.

- Die <Diagnostic>Ultraschalluntersuchung</Diagnostic> ergab eine <Disease>Gallensteinbildung</Disease>. 
Die <Diagnostic>Ultraschalluntersuchung</Diagnostic> ergab eine <Disease>Gallensteinbildung</Disease>.

- Der Patient benötigt eine <Therapeutic>physiotherapeutische Behandlung</Therapeutic>. 
Der Patient benötigt eine <Therapeutic>physiotherapeutische Behandlung</Therapeutic>.

- Die <Diagnostic>Blutuntersuchung</Diagnostic> ergab einen <Laboratory>Eisenmangel</Laboratory>. 
Die <Diagnostic>Blutuntersuchung</Diagnostic> ergab einen <Laboratory>Eisenmangel</Laboratory>.

- Der Patient hat eine <Disease>chronische Niereninsuffizienz</Disease> und benötigt eine <Therapeutic>dialysepflichtige Therapie</Therapeutic>. 
Der Patient hat eine <Disease>chronische Niereninsuffizienz</Disease> und benötigt eine <Therapeutic>dialysepflichtige Therapie</Therapeutic>.","- <Therapeutic>adjuvante 5-Fluoruracil-Dauertherapie</Therapeutic> 01/18-06/19,","{'id': 12, 'type': 'sentence', 'text': '- adjuvante 5-Fluoruracil-Dauertherapie 01/18-06/19,', 'offsets': [[597, 649]], 'document_id': 'Xavier.tsv'}"
"Das <Diagnostic>kleine Blutbild</Diagnostic> vom 20.05.2034 ergab <Other_Finding>eine Leukozytenzahl von 9.70 /nl</Other_Finding>, <Other_Finding>eine Erythrozytenzahl von 4.39 /pl</Other_Finding>, <Diagnosis_or_Pathology>einen Hämoglobinwert von 10.4 g/dl</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>einen Hämatokritwert von 30.0 %</Diagnosis_or_Pathology> und <Diagnosis_or_Pathology>eine Thrombozytenzahl von 276 /nl</Diagnosis_or_Pathology>.","<Diagnostic>Kleines Blutbild</Diagnostic> vom 20.05.2034:<Other_Finding>Leukozyten 9.70 /nl</Other_Finding>, <Other_Finding>Erythrozyten 4.39 /pl</Other_Finding>, <Diagnosis_or_Pathology>Hämoglobin 10.4 g/dl</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Hämatokrit 30.0 %</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Thrombozyten 276 /nl</Diagnosis_or_Pathology>.","{'id': 37, 'type': 'sentence', 'text': 'Kleines Blutbild vom 20.05.2034:Leukozyten 9.70 /nl, Erythrozyten 4.39 /pl, Hämoglobin 10.4 g/dl, Hämatokrit 30.0 %, Thrombozyten 276 /nl.', 'offsets': [[4480, 4618]], 'document_id': 'Fuss.tsv'}"
"Nach der <Therapeutic>Entfernung des Katheters</Therapeutic> wurde eine restharnfreie Blasenentleerung festgestellt. Die <Therapeutic>Medikation</Therapeutic> mit <Clinical_Drug>Adalat</Clinical_Drug>, <Clinical_Drug>Lanitop</Clinical_Drug> und <Clinical_Drug>Augentropfen</Clinical_Drug> wurde verabreicht.",<Other_Finding>Nach <Therapeutic>Katheter-Entfernung</Therapeutic> restharnfreie Blasenentleerung</Other_Finding>. Die <Therapeutic>Medikation</Therapeutic> von <Clinical_Drug>Adalat</Clinical_Drug> und <Clinical_Drug>Lanitop</Clinical_Drug> sowie <Clinical_Drug>Augentropfen</Clinical_Drug>,"{'id': 26, 'type': 'sentence', 'text': 'Nach Katheter-Entfernung restharnfreie Blasenentleerung. Die Medikation von Adalat und Lanitop sowie Augentropfen', 'offsets': [[1349, 1462]], 'document_id': 'Baastrup.tsv'}"
- <Other_Finding>Zustand nach beidseitiger <Therapeutic>Hüft-TEP-Operation</Other_Finding> in den Jahren 2057 und 2059.</Therapeutic>,- <Other_Finding>Z.n. <Therapeutic>Hüft-TEP</Other_Finding> bds.</Therapeutic> 2057 und 2059,"{'id': 17, 'type': 'sentence', 'text': '- Z.n. Hüft-TEP bds. 2057 und 2059', 'offsets': [[722, 756]], 'document_id': 'Colon_Fake_J.tsv'}"
"19.06.2033: Eine <Diagnostic>MR-Angiographie</Diagnostic> ergab den Verdacht auf das <Other_Finding>CLOVES-Syndrom</Other_Finding>. Es wurde eine <Diagnosis_or_Pathology>Hyperplasie des subkutanen Fettgewebes der linken Rumpfwand, links gluteal und beider unteren Extremitäten</Diagnosis_or_Pathology> (links > rechts) festgestellt. Insgesamt wurde eine <Diagnosis_or_Pathology>Hyperplasie beider Füße</Diagnosis_or_Pathology> (links > rechts) diagnostiziert. Obwohl keine <Diagnosis_or_Pathology>umschriebenen venösen Gefäßmalformationen</Diagnosis_or_Pathology> zu sehen waren, wurden <Diagnosis_or_Pathology>dysplastische bzw. dilatierte epifasziale Venen an der linken unteren Extremität</Diagnosis_or_Pathology> mit einer <Diagnosis_or_Pathology>dysplastischen Vena saphena magna</Diagnosis_or_Pathology> festgestellt. Diese setzt sich links thorakal lateral als Marginalvene fort.","19.06.2033: <Diagnostic>MR-Angiographie</Diagnostic>: bei <Other_Finding>V.a. CLOVES-Syndrom</Other_Finding>. <Diagnosis_or_Pathology>Hyperplasie des subkutanen Fettgewebes der linken Rumpfwand, links gluteal und beide untere Extremitäten betreffend</Diagnosis_or_Pathology> (links > rechts). Insgesamt <Diagnosis_or_Pathology>Hyperplasie beider Füße</Diagnosis_or_Pathology> (links > rechts). <Diagnosis_or_Pathology>Umschriebene venöse Gefäßmalformationen</Diagnosis_or_Pathology> zeigen sich zwar nicht, aber <Diagnosis_or_Pathology>dysplastische bzw. dilatierte epifasziale Venen an der linken unteren Extremitätmit</Diagnosis_or_Pathology> <Diagnosis_or_Pathology>dysplastischer Vena saphena magna</Diagnosis_or_Pathology>. Diese setzt sich links thorakal lateral als Marginalvene fort.","{'id': 14, 'type': 'sentence', 'text': '19.06.2033: MR-Angiographie: bei V.a. CLOVES-Syndrom. Hyperplasie des subkutanen Fettgewebes der linken Rumpfwand, links gluteal und beide untere Extremitäten betreffend (links > rechts). Insgesamt Hyperplasie beider Füße (links > rechts). Umschriebene venöse Gefäßmalformationen zeigen sich zwar nicht, aber dysplastische bzw. dilatierte epifasziale Venen an der linken unteren Extremitätmit dysplastischer Vena saphena magna. Diese setzt sich links thorakal lateral als Marginalvene fort.', 'offsets': [[649, 1139]], 'document_id': 'Fuss.tsv'}"
<Therapeutic>Totalexzision einer <Diagnosis_or_Pathology>subkutanen Melanommetastase</Diagnosis_or_Pathology></Therapeutic> (<Diagnostic>Histologie</Diagnostic>: <Other_Finding>Entfernung in sano</Other_Finding>) / <Diagnosis_or_Pathology>Proximaler Handrücken rechts</Diagnosis_or_Pathology>,<Therapeutic>Totalexzision einer <Diagnosis_or_Pathology>subkutanen Melanommetastase</Therapeutic></Diagnosis_or_Pathology> (<Diagnostic>Histologie</Diagnostic>: <Other_Finding>Entfernung in sano</Other_Finding>) / <Diagnosis_or_Pathology>Handrücken rechts proximal</Diagnosis_or_Pathology>,"{'id': 13, 'type': 'sentence', 'text': 'Totalexzision einer subkutanen Melanommetastase (Histologie: Entfernung in sano) / Handrücken rechts proximal', 'offsets': [[489, 598]], 'document_id': 'Koenig.tsv'}"
Auf der Intensivstation erhält die Patientin weiterhin eine <Therapeutic>antibiotische Therapie</Therapeutic> mit <Clinical_Drug>Tavanic</Clinical_Drug> und <Clinical_Drug>Anaerobex</Clinical_Drug>.,Auf der Intensivstation erhält die Patientin weiterhin eine <Therapeutic>antibiotische Therapie mit <Clinical_Drug>Tavanic</Clinical_Drug> und <Clinical_Drug>Anaerobex</Therapeutic></Clinical_Drug>.,"{'id': 51, 'type': 'sentence', 'text': 'Auf der Intensivstation erhält die Patientin weiterhin eine antibiotische Therapie mit Tavanic und Anaerobex.', 'offsets': [[5013, 5122]], 'document_id': 'Colon_Fake_K.tsv'}"
Das <Other_Finding>Labor bei der Aufnahme</Other_Finding> ergab eine <Diagnosis_or_Pathology>Gerinnungsstörung</Diagnosis_or_Pathology>.,<Other_Finding>Labor bei der Aufnahme</Other_Finding>: <Diagnosis_or_Pathology>Gerinnungsstörung</Diagnosis_or_Pathology>.,"{'id': 19, 'type': 'sentence', 'text': 'Labor bei der Aufnahme: Gerinnungsstörung.', 'offsets': [[2059, 2101]], 'document_id': 'Boeck.tsv'}"
"<Therapeutic>Die auf der Akutstation eingeleiteten Therapien</Therapeutic> wurden intensiviert, auch durch <Therapeutic>ergotherapeutische Therapien</Therapeutic> ergänzt.","<Therapeutic>Akutstation eingeleiteten Therapien wurden intensiviert</Therapeutic>, auch durch <Therapeutic>ergotherapeutische Therapien</Therapeutic> ergänzt.","{'id': 116, 'type': 'sentence', 'text': 'Akutstation eingeleiteten Therapien wurden intensiviert, auch durch ergotherapeutische Therapien ergänzt.', 'offsets': [[6935, 7040]], 'document_id': 'Colon_Fake_H.tsv'}"
<Diagnosis_or_Pathology>Diagnose</Diagnosis_or_Pathology>: i.e.L <Diagnosis_or_Pathology>Diagnose eines Muskelfasereinrisses im M. gastrocnemius links</Diagnosis_or_Pathology>,<Diagnosis_or_Pathology>Diagnosen</Diagnosis_or_Pathology>: i.e.L <Diagnosis_or_Pathology>Muskelfasereinriss M. gastrocnemius li</Diagnosis_or_Pathology>,"{'id': 18, 'type': 'sentence', 'text': 'Diagnosen: i.e.L Muskelfasereinriss M. gastrocnemius li', 'offsets': [[654, 709]], 'document_id': 'Schuh.tsv'}"
Am 28.7.2027 erfolgte eine  erneute <Therapeutic>Pleurapunktion</Therapeutic> an der <Diagnosis_or_Pathology>Thoraxchirurgie</Diagnosis_or_Pathology> (1700ml <Diagnosis_or_Pathology>hämorrhagische Flüssigkeit</Diagnosis_or_Pathology>).,Am 28.7.2027 erfolgte eine <Therapeutic>erneute Pleurapunktion an der Thoraxchirurgie</Therapeutic> (<Diagnosis_or_Pathology>1700ml hämorrhagische Flüssigkeit</Diagnosis_or_Pathology>).,"{'id': 22, 'type': 'sentence', 'text': 'Am 28.7.2027 erfolgte eine erneute Pleurapunktion an der Thoraxchirurgie (1700ml hämorrhagische Flüssigkeit).', 'offsets': [[1209, 1318]], 'document_id': 'Ypsilanti.tsv'}"
Wachstumsstörung des Zehennagels D l links nach einer <Therapeutic>Emmertplastik</Therapeutic>,2. <Diagnosis_or_Pathology>Wachstumsstörung Zehennagel D l links nach <Therapeutic>Emmertplastik</Diagnosis_or_Pathology></Therapeutic>,"{'id': 12, 'type': 'sentence', 'text': '2. Wachstumsstörung Zehennagel D l links nach Emmertplastik', 'offsets': [[567, 626]], 'document_id': 'Fuss.tsv'}"
"Es bestätigte sich die <Diagnosis_or_Pathology>Tumorerkrankung</Diagnosis_or_Pathology>, weiterhin bestand eine <Diagnosis_or_Pathology>Infiltration des perirektalen Fettgewebes</Diagnosis_or_Pathology>.","Es bestätigte sich der <Diagnosis_or_Pathology>Tumorbefund</Diagnosis_or_Pathology>, weiterhin bestand eine <Diagnosis_or_Pathology>Infiltration des perirektalen Fettgewebes</Diagnosis_or_Pathology>","{'id': 120, 'type': 'sentence', 'text': 'Es bestätigte sich der Tumorbefund, weiterhin bestand eine Infiltration des perirektalen Fettgewebes', 'offsets': [[7270, 7370]], 'document_id': 'Colon_Fake_H.tsv'}"
